year,hbr,age,sex,diagnosis,number_of_deaths,crude_rate,easr
2009,S08000022,All,Male,Cerebrovascular Disease,131,83.98297,115.3421
2009,S08000022,All,Male,Stroke,71,45.51749,59.28634
2009,S08000022,All,Male,Subarachnoid Haemorrhage,1,0.641091,0.606271
2009,S08000022,All,Female,Cerebrovascular Disease,208,128.2241,115.5258
2009,S08000022,All,Female,Stroke,116,71.50959,64.07492
2009,S08000022,All,Female,Subarachnoid Haemorrhage,10,6.16462,5.743607
2009,S08000022,0-44,All,Cerebrovascular Disease,1,0.611677,0.618344
2009,S08000022,0-44,All,Stroke,1,0.611677,0.618344
2009,S08000022,0-44,All,Subarachnoid Haemorrhage,0,0,0
2009,S08000022,0-44,Male,Cerebrovascular Disease,0,0,0
2009,S08000022,0-44,Male,Stroke,0,0,0
2009,S08000022,0-44,Male,Subarachnoid Haemorrhage,0,0,0
2009,S08000022,0-44,Female,Cerebrovascular Disease,1,1.239142,1.236688
2009,S08000022,0-44,Female,Stroke,1,1.239142,1.236688
2009,S08000022,0-44,Female,Subarachnoid Haemorrhage,0,0,0
2009,S08000022,45-64,All,Cerebrovascular Disease,23,24.36363,24.0671
2009,S08000022,45-64,All,Stroke,12,12.71146,12.61114
2009,S08000022,45-64,All,Subarachnoid Haemorrhage,6,6.35573,6.296937
2009,S08000022,45-64,Male,Cerebrovascular Disease,11,23.6092,23.17102
2009,S08000022,45-64,Male,Stroke,6,12.87775,12.67604
2009,S08000022,45-64,Male,Subarachnoid Haemorrhage,1,2.146291,2.287813
2009,S08000022,45-64,Female,Cerebrovascular Disease,12,25.09883,24.96317
2009,S08000022,45-64,Female,Stroke,6,12.54941,12.54624
2009,S08000022,45-64,Female,Subarachnoid Haemorrhage,5,10.45784,10.30606
2009,S08000022,65-74,All,Cerebrovascular Disease,43,128.5347,132.6163
2009,S08000022,65-74,All,Stroke,30,89.67538,91.69714
2009,S08000022,65-74,All,Subarachnoid Haemorrhage,3,8.967538,8.473599
2009,S08000022,65-74,Male,Cerebrovascular Disease,25,156.9267,161.1907
2009,S08000022,65-74,Male,Stroke,18,112.9873,114.1903
2009,S08000022,65-74,Male,Subarachnoid Haemorrhage,0,0,0
2009,S08000022,65-74,Female,Cerebrovascular Disease,18,102.7221,104.0419
2009,S08000022,65-74,Female,Stroke,12,68.48142,69.20402
2009,S08000022,65-74,Female,Subarachnoid Haemorrhage,3,17.12036,16.9472
2009,S08000022,under 75,All,Cerebrovascular Disease,67,22.99703,22.67736
2009,S08000022,under 75,All,Stroke,43,14.75929,14.61985
2009,S08000022,under 75,All,Subarachnoid Haemorrhage,9,3.089153,2.811446
2009,S08000022,under 75,Male,Cerebrovascular Disease,36,24.77513,25.34653
2009,S08000022,under 75,Male,Stroke,24,16.51675,16.86718
2009,S08000022,under 75,Male,Subarachnoid Haemorrhage,1,0.688198,0.666231
2009,S08000022,under 75,Female,Cerebrovascular Disease,31,21.22779,20.00819
2009,S08000022,under 75,Female,Stroke,19,13.01058,12.37251
2009,S08000022,under 75,Female,Subarachnoid Haemorrhage,8,5.478139,4.956661
2009,S08000022,over 75,All,Cerebrovascular Disease,272,1012.734,1053.307
2009,S08000022,over 75,All,Stroke,144,536.1531,537.5175
2009,S08000022,over 75,All,Subarachnoid Haemorrhage,2,7.446571,6.850253
2009,S08000022,over 75,Male,Cerebrovascular Disease,95,889.763,1025.298
2009,S08000022,over 75,Male,Stroke,47,440.1986,488.1912
2009,S08000022,over 75,Male,Subarachnoid Haemorrhage,0,0,0
2009,S08000022,over 75,Female,Cerebrovascular Disease,177,1093.876,1081.315
2009,S08000022,over 75,Female,Stroke,97,599.4685,586.8437
2009,S08000022,over 75,Female,Subarachnoid Haemorrhage,2,12.36018,13.70051
2009,S08000024,All,All,Cerebrovascular Disease,688,84.26106,115.6592
2009,S08000024,All,All,Stroke,391,47.88674,62.93586
2009,S08000024,All,All,Subarachnoid Haemorrhage,31,3.796647,3.975065
2009,S08000024,All,Male,Cerebrovascular Disease,260,65.62955,120.594
2009,S08000024,All,Male,Stroke,145,36.6011,62.24422
2009,S08000024,All,Male,Subarachnoid Haemorrhage,8,2.019371,2.200823
2009,S08000024,All,Female,Cerebrovascular Disease,428,101.8206,110.7243
2009,S08000024,All,Female,Stroke,246,58.52308,63.6275
2009,S08000024,All,Female,Subarachnoid Haemorrhage,23,5.47167,5.749307
2009,S08000024,0-44,All,Cerebrovascular Disease,6,1.226698,1.250057
2009,S08000024,0-44,All,Stroke,4,0.817799,0.835376
2009,S08000024,0-44,All,Subarachnoid Haemorrhage,2,0.408899,0.414681
2009,S08000024,0-44,Male,Cerebrovascular Disease,3,1.230108,1.277884
2009,S08000024,0-44,Male,Stroke,2,0.820072,0.855932
2009,S08000024,0-44,Male,Subarachnoid Haemorrhage,1,0.410036,0.421952
2009,S08000024,0-44,Female,Cerebrovascular Disease,3,1.223306,1.222229
2009,S08000024,0-44,Female,Stroke,2,0.815538,0.814819
2009,S08000024,0-44,Female,Subarachnoid Haemorrhage,1,0.407769,0.40741
2009,S08000024,45-64,All,Cerebrovascular Disease,58,28.14195,28.91528
2009,S08000024,45-64,All,Stroke,36,17.46742,18.05583
2009,S08000024,45-64,All,Subarachnoid Haemorrhage,17,8.248503,8.254828
2009,S08000024,45-64,Male,Cerebrovascular Disease,33,32.63869,33.89002
2009,S08000024,45-64,Male,Stroke,22,21.75913,22.62984
2009,S08000024,45-64,Male,Subarachnoid Haemorrhage,6,5.9343070000000004,6.050948
2009,S08000024,45-64,Female,Cerebrovascular Disease,25,23.81156,23.94054
2009,S08000024,45-64,Female,Stroke,14,13.33448,13.48183
2009,S08000024,45-64,Female,Subarachnoid Haemorrhage,11,10.47709,10.45871
2009,S08000024,65-74,All,Cerebrovascular Disease,64,99.33878,102.0643
2009,S08000024,65-74,All,Stroke,43,66.74324,68.016
2009,S08000024,65-74,All,Subarachnoid Haemorrhage,3,4.656505,4.645021
2009,S08000024,65-74,Male,Cerebrovascular Disease,36,121.4042,123.4429
2009,S08000024,65-74,Male,Stroke,22,74.19148,75.5271
2009,S08000024,65-74,Male,Subarachnoid Haemorrhage,1,3.37234,3.518736
2009,S08000024,65-74,Female,Cerebrovascular Disease,28,80.52224,80.68571
2009,S08000024,65-74,Female,Stroke,21,60.39168,60.5049
2009,S08000024,65-74,Female,Subarachnoid Haemorrhage,2,5.751589,5.771306
2009,S08000024,under 75,All,Cerebrovascular Disease,128,16.85004,20.93883
2009,S08000024,under 75,All,Stroke,83,10.9262,13.60174
2009,S08000024,under 75,All,Subarachnoid Haemorrhage,22,2.896101,3.185917
2009,S08000024,under 75,Male,Cerebrovascular Disease,72,19.2184,24.87079
2009,S08000024,under 75,Male,Stroke,46,12.27842,15.81259
2009,S08000024,under 75,Male,Subarachnoid Haemorrhage,8,2.135378,2.418487
2009,S08000024,under 75,Female,Cerebrovascular Disease,56,14.54542,17.00686
2009,S08000024,under 75,Female,Stroke,37,9.610365,11.39088
2009,S08000024,under 75,Female,Subarachnoid Haemorrhage,14,3.636354,3.953347
2009,S08000024,over 75,All,Cerebrovascular Disease,560,984.7366,1073.387
2009,S08000024,over 75,All,Stroke,308,541.6051,561.7587
2009,S08000024,over 75,All,Subarachnoid Haemorrhage,9,15.82612,11.95423
2009,S08000024,over 75,Male,Cerebrovascular Disease,188,873.5248,1088.462
2009,S08000024,over 75,Male,Stroke,99,459.9944,531.7196
2009,S08000024,over 75,Male,Subarachnoid Haemorrhage,0,0,0
2009,S08000024,over 75,Female,Cerebrovascular Disease,372,1052.453,1058.312
2009,S08000024,over 75,Female,Stroke,209,591.2975,591.7977
2009,S08000024,over 75,Female,Subarachnoid Haemorrhage,9,25.46257,23.90846
2009,S08000025,All,All,Cerebrovascular Disease,19,90.73543,91.29097
2009,S08000025,All,All,Stroke,13,62.08214,64.20344
2009,S08000025,All,All,Subarachnoid Haemorrhage,2,9.551098,7.797839
2009,S08000025,All,Male,Cerebrovascular Disease,7,67.75724,83.27692
2009,S08000025,All,Male,Stroke,5,48.39803,61.56313
2009,S08000025,All,Male,Subarachnoid Haemorrhage,0,0,0
2009,S08000025,All,Female,Cerebrovascular Disease,12,113.1115,99.30502
2009,S08000025,All,Female,Stroke,8,75.40767,66.84376
2009,S08000025,All,Female,Subarachnoid Haemorrhage,2,18.85192,15.59568
2009,S08000025,0-44,All,Cerebrovascular Disease,0,0,0
2009,S08000025,0-44,All,Stroke,0,0,0
2009,S08000025,0-44,All,Subarachnoid Haemorrhage,0,0,0
2009,S08000025,0-44,Male,Cerebrovascular Disease,0,0,0
2009,S08000025,0-44,Male,Stroke,0,0,0
2009,S08000025,0-44,Male,Subarachnoid Haemorrhage,0,0,0
2009,S08000025,0-44,Female,Cerebrovascular Disease,0,0,0
2009,S08000025,0-44,Female,Stroke,0,0,0
2009,S08000025,0-44,Female,Subarachnoid Haemorrhage,0,0,0
2009,S08000025,45-64,All,Cerebrovascular Disease,0,0,0
2009,S08000025,45-64,All,Stroke,0,0,0
2009,S08000025,45-64,All,Subarachnoid Haemorrhage,0,0,0
2009,S08000025,45-64,Male,Cerebrovascular Disease,0,0,0
2009,S08000025,45-64,Male,Stroke,0,0,0
2009,S08000025,45-64,Male,Subarachnoid Haemorrhage,0,0,0
2009,S08000025,45-64,Female,Cerebrovascular Disease,0,0,0
2009,S08000025,45-64,Female,Stroke,0,0,0
2009,S08000025,45-64,Female,Subarachnoid Haemorrhage,0,0,0
2009,S08000025,65-74,All,Cerebrovascular Disease,0,0,97.48024
2009,S08000025,65-74,All,Stroke,0,0,48.69023
2009,S08000025,65-74,All,Subarachnoid Haemorrhage,0,0,0
2009,S08000025,65-74,Male,Cerebrovascular Disease,0,0,97.58002
2009,S08000025,65-74,Male,Stroke,0,0,0
2009,S08000025,65-74,Male,Subarachnoid Haemorrhage,0,0,0
2009,S08000025,65-74,Female,Cerebrovascular Disease,0,0,97.38047
2009,S08000025,65-74,Female,Stroke,0,0,97.38047
2009,S08000025,65-74,Female,Subarachnoid Haemorrhage,0,0,0
2009,S08000025,under 75,All,Cerebrovascular Disease,0,0,11.24772
2009,S08000025,under 75,All,Stroke,0,0,5.618104
2009,S08000025,under 75,All,Subarachnoid Haemorrhage,0,0,0
2009,S08000025,under 75,Male,Cerebrovascular Disease,0,0,11.25923
2009,S08000025,under 75,Male,Stroke,0,0,0
2009,S08000025,under 75,Male,Subarachnoid Haemorrhage,0,0,0
2009,S08000025,under 75,Female,Cerebrovascular Disease,0,0,11.23621
2009,S08000025,under 75,Female,Stroke,0,0,11.23621
2009,S08000025,under 75,Female,Subarachnoid Haemorrhage,0,0,0
2009,S08000025,over 75,All,Cerebrovascular Disease,0,0,900.6172
2009,S08000025,over 75,All,Stroke,0,0,656.5663
2009,S08000025,over 75,All,Subarachnoid Haemorrhage,0,0,86.64265
2009,S08000025,over 75,Male,Cerebrovascular Disease,0,0,811.4558
2009,S08000025,over 75,Male,Stroke,0,0,684.0348
2009,S08000025,over 75,Male,Subarachnoid Haemorrhage,0,0,0
2009,S08000025,over 75,Female,Cerebrovascular Disease,0,0,989.7786
2009,S08000025,over 75,Female,Stroke,0,0,629.0979
2009,S08000025,over 75,Female,Subarachnoid Haemorrhage,0,0,173.2853
2009,S08000026,All,All,Cerebrovascular Disease,17,74.5614,86.27708
2009,S08000026,All,All,Stroke,13,57.01754,65.50143
2009,S08000026,All,All,Subarachnoid Haemorrhage,0,0,0
2009,S08000026,All,Male,Cerebrovascular Disease,5,43.43294,73.7942
2009,S08000026,All,Male,Stroke,4,34.74635,61.94586
2009,S08000026,All,Male,Subarachnoid Haemorrhage,0,0,0
2009,S08000026,All,Female,Cerebrovascular Disease,12,106.3076,98.75996
2009,S08000026,All,Female,Stroke,9,79.73069,69.05699
2009,S08000026,All,Female,Subarachnoid Haemorrhage,0,0,0
2009,S08000026,0-44,All,Cerebrovascular Disease,0,0,7.432892
2009,S08000026,0-44,All,Stroke,0,0,7.432892
2009,S08000026,0-44,All,Subarachnoid Haemorrhage,0,0,0
2009,S08000026,0-44,Male,Cerebrovascular Disease,0,0,14.86578
2009,S08000026,0-44,Male,Stroke,0,0,14.86578
2009,S08000026,0-44,Male,Subarachnoid Haemorrhage,0,0,0
2009,S08000026,0-44,Female,Cerebrovascular Disease,0,0,0
2009,S08000026,0-44,Female,Stroke,0,0,0
2009,S08000026,0-44,Female,Subarachnoid Haemorrhage,0,0,0
2009,S08000026,45-64,All,Cerebrovascular Disease,0,0,0
2009,S08000026,45-64,All,Stroke,0,0,0
2009,S08000026,45-64,All,Subarachnoid Haemorrhage,0,0,0
2009,S08000026,45-64,Male,Cerebrovascular Disease,0,0,0
2009,S08000026,45-64,Male,Stroke,0,0,0
2009,S08000026,45-64,Male,Subarachnoid Haemorrhage,0,0,0
2009,S08000026,45-64,Female,Cerebrovascular Disease,0,0,0
2009,S08000026,45-64,Female,Stroke,0,0,0
2009,S08000026,45-64,Female,Subarachnoid Haemorrhage,0,0,0
2009,S08000026,65-74,All,Cerebrovascular Disease,0,0,112.8413
2009,S08000026,65-74,All,Stroke,0,0,56.42067
2009,S08000026,65-74,All,Subarachnoid Haemorrhage,0,0,0
2009,S08000026,65-74,Male,Cerebrovascular Disease,0,0,225.6827
2009,S08000026,65-74,Male,Stroke,0,0,112.8413
2009,S08000026,65-74,Male,Subarachnoid Haemorrhage,0,0,0
2009,S08000026,65-74,Female,Cerebrovascular Disease,0,0,0
2009,S08000026,65-74,Female,Stroke,0,0,0
2009,S08000026,65-74,Female,Subarachnoid Haemorrhage,0,0,0
2009,S08000026,under 75,All,Cerebrovascular Disease,0,0,17.43088
2009,S08000026,under 75,All,Stroke,0,0,10.9208
2009,S08000026,under 75,All,Subarachnoid Haemorrhage,0,0,0
2009,S08000026,under 75,Male,Cerebrovascular Disease,0,0,34.86176
2009,S08000026,under 75,Male,Stroke,0,0,21.84161
2009,S08000026,under 75,Male,Subarachnoid Haemorrhage,0,0,0
2009,S08000026,under 75,Female,Cerebrovascular Disease,0,0,0
2009,S08000026,under 75,Female,Stroke,0,0,0
2009,S08000026,under 75,Female,Subarachnoid Haemorrhage,0,0,0
2009,S08000026,over 75,All,Cerebrovascular Disease,0,0,782.3886
2009,S08000026,over 75,All,Stroke,0,0,617.3721
2009,S08000026,over 75,All,Subarachnoid Haemorrhage,0,0,0
2009,S08000026,over 75,Male,Cerebrovascular Disease,0,0,467.4444
2009,S08000026,over 75,Male,Stroke,0,0,467.4444
2009,S08000026,over 75,Male,Subarachnoid Haemorrhage,0,0,0
2009,S08000026,over 75,Female,Cerebrovascular Disease,0,0,1097.333
2009,S08000026,over 75,Female,Stroke,0,0,767.2999
2009,S08000026,over 75,Female,Subarachnoid Haemorrhage,0,0,0
2009,S08000028,All,All,Cerebrovascular Disease,33,120.3501,111.5859
2009,S08000028,All,All,Stroke,15,54.7046,56.034910000000004
2009,S08000028,All,All,Subarachnoid Haemorrhage,1,3.646973,3.468781
2009,S08000028,All,Male,Cerebrovascular Disease,13,96.2963,119.7775
2009,S08000028,All,Male,Stroke,6,44.44444,65.07369
2009,S08000028,All,Male,Subarachnoid Haemorrhage,1,7.407407,6.937562
2009,S08000028,All,Female,Cerebrovascular Disease,20,143.6782,103.3944
2009,S08000028,All,Female,Stroke,9,64.65517,46.99613
2009,S08000028,All,Female,Subarachnoid Haemorrhage,0,0,0
2009,S08000028,0-44,All,Cerebrovascular Disease,0,0,0
2009,S08000028,0-44,All,Stroke,0,0,0
2009,S08000028,0-44,All,Subarachnoid Haemorrhage,0,0,0
2009,S08000028,0-44,Male,Cerebrovascular Disease,0,0,0
2009,S08000028,0-44,Male,Stroke,0,0,0
2009,S08000028,0-44,Male,Subarachnoid Haemorrhage,0,0,0
2009,S08000028,0-44,Female,Cerebrovascular Disease,0,0,0
2009,S08000028,0-44,Female,Stroke,0,0,0
2009,S08000028,0-44,Female,Subarachnoid Haemorrhage,0,0,0
2009,S08000028,45-64,All,Cerebrovascular Disease,0,0,24.59457
2009,S08000028,45-64,All,Stroke,0,0,0
2009,S08000028,45-64,All,Subarachnoid Haemorrhage,0,0,13.08974
2009,S08000028,45-64,Male,Cerebrovascular Disease,0,0,26.17948
2009,S08000028,45-64,Male,Stroke,0,0,0
2009,S08000028,45-64,Male,Subarachnoid Haemorrhage,0,0,26.17948
2009,S08000028,45-64,Female,Cerebrovascular Disease,0,0,23.00966
2009,S08000028,45-64,Female,Stroke,0,0,0
2009,S08000028,45-64,Female,Subarachnoid Haemorrhage,0,0,0
2009,S08000028,65-74,All,Cerebrovascular Disease,0,0,164.4278
2009,S08000028,65-74,All,Stroke,0,0,97.42682
2009,S08000028,65-74,All,Subarachnoid Haemorrhage,0,0,0
2009,S08000028,65-74,Male,Cerebrovascular Disease,0,0,263.9794
2009,S08000028,65-74,Male,Stroke,0,0,129.9775
2009,S08000028,65-74,Male,Subarachnoid Haemorrhage,0,0,0
2009,S08000028,65-74,Female,Cerebrovascular Disease,0,0,64.87609
2009,S08000028,65-74,Female,Stroke,0,0,64.87609
2009,S08000028,65-74,Female,Subarachnoid Haemorrhage,0,0,0
2009,S08000028,under 75,All,Cerebrovascular Disease,0,0,26.13459
2009,S08000028,under 75,All,Stroke,0,0,11.24156
2009,S08000028,under 75,All,Subarachnoid Haemorrhage,0,0,3.811847
2009,S08000028,under 75,Male,Cerebrovascular Disease,0,0,38.08286
2009,S08000028,under 75,Male,Stroke,0,0,14.99741
2009,S08000028,under 75,Male,Subarachnoid Haemorrhage,0,0,7.623694
2009,S08000028,under 75,Female,Cerebrovascular Disease,0,0,14.18632
2009,S08000028,under 75,Female,Stroke,0,0,7.485702
2009,S08000028,under 75,Female,Subarachnoid Haemorrhage,0,0,0
2009,S08000028,over 75,All,Cerebrovascular Disease,0,0,975.5941
2009,S08000028,over 75,All,Stroke,0,0,508.9455
2009,S08000028,over 75,All,Subarachnoid Haemorrhage,0,0,0
2009,S08000028,over 75,Male,Cerebrovascular Disease,0,0,945.8007
2009,S08000028,over 75,Male,Stroke,0,0,571.4005
2009,S08000028,over 75,Male,Subarachnoid Haemorrhage,0,0,0
2009,S08000028,over 75,Female,Cerebrovascular Disease,0,0,1005.387
2009,S08000028,over 75,Female,Stroke,0,0,446.4905
2009,S08000028,over 75,Female,Subarachnoid Haemorrhage,0,0,0
2009,S08000030,All,All,Cerebrovascular Disease,433,107.0801,114.5639
2009,S08000030,All,All,Stroke,263,65.03944,67.99444
2009,S08000030,All,All,Subarachnoid Haemorrhage,12,2.967579,3.412493
2009,S08000030,All,Male,Cerebrovascular Disease,146,74.89753,108.0517
2009,S08000030,All,Male,Stroke,89,45.65671,61.96512
2009,S08000030,All,Male,Subarachnoid Haemorrhage,5,2.564984,3.632593
2009,S08000030,All,Female,Cerebrovascular Disease,287,137.034,121.076
2009,S08000030,All,Female,Stroke,174,83.07988,74.02376
2009,S08000030,All,Female,Subarachnoid Haemorrhage,7,3.342294,3.192393
2009,S08000030,0-44,All,Cerebrovascular Disease,4,1.833088,1.998536
2009,S08000030,0-44,All,Stroke,2,0.916544,1.002458
2009,S08000030,0-44,All,Subarachnoid Haemorrhage,2,0.916544,0.996078
2009,S08000030,0-44,Male,Cerebrovascular Disease,2,1.843454,2.004916
2009,S08000030,0-44,Male,Stroke,2,1.843454,2.004916
2009,S08000030,0-44,Male,Subarachnoid Haemorrhage,0,0,0
2009,S08000030,0-44,Female,Cerebrovascular Disease,2,1.822838,1.992157
2009,S08000030,0-44,Female,Stroke,0,0,0
2009,S08000030,0-44,Female,Subarachnoid Haemorrhage,2,1.822838,1.992157
2009,S08000030,45-64,All,Cerebrovascular Disease,23,20.81429,20.8883
2009,S08000030,45-64,All,Stroke,14,12.66957,12.53673
2009,S08000030,45-64,All,Subarachnoid Haemorrhage,5,4.524846,4.540959
2009,S08000030,45-64,Male,Cerebrovascular Disease,12,22.23993,22.43538
2009,S08000030,45-64,Male,Stroke,8,14.82662,14.70567
2009,S08000030,45-64,Male,Subarachnoid Haemorrhage,2,3.706655,3.864855
2009,S08000030,45-64,Female,Cerebrovascular Disease,11,19.45388,19.34121
2009,S08000030,45-64,Female,Stroke,6,10.61121,10.3678
2009,S08000030,45-64,Female,Subarachnoid Haemorrhage,3,5.305603,5.217063
2009,S08000030,65-74,All,Cerebrovascular Disease,40,100.7075,100.252
2009,S08000030,65-74,All,Stroke,29,73.01292,72.4058
2009,S08000030,65-74,All,Subarachnoid Haemorrhage,1,2.517687,2.757008
2009,S08000030,65-74,Male,Cerebrovascular Disease,17,91.53072,92.0393
2009,S08000030,65-74,Male,Stroke,12,64.60992,64.71193
2009,S08000030,65-74,Male,Subarachnoid Haemorrhage,1,5.38416,5.514017
2009,S08000030,65-74,Female,Cerebrovascular Disease,23,108.7676,108.4648
2009,S08000030,65-74,Female,Stroke,17,80.39346,80.09968
2009,S08000030,65-74,Female,Subarachnoid Haemorrhage,0,0,0
2009,S08000030,under 75,All,Cerebrovascular Disease,67,18.18522,18.83634
2009,S08000030,under 75,All,Stroke,45,12.21396,12.60019
2009,S08000030,under 75,All,Subarachnoid Haemorrhage,8,2.17137,2.231563
2009,S08000030,under 75,Male,Cerebrovascular Disease,31,17.12499,18.34303
2009,S08000030,under 75,Male,Stroke,22,12.15322,12.93891
2009,S08000030,under 75,Male,Subarachnoid Haemorrhage,3,1.657257,1.761712
2009,S08000030,under 75,Female,Cerebrovascular Disease,36,19.20932,19.32965
2009,S08000030,under 75,Female,Stroke,23,12.27262,12.26146
2009,S08000030,under 75,Female,Subarachnoid Haemorrhage,5,2.667962,2.701413
2009,S08000030,over 75,All,Cerebrovascular Disease,366,1018.392,1082.476
2009,S08000030,over 75,All,Stroke,218,606.5834,628.0919
2009,S08000030,over 75,All,Subarachnoid Haemorrhage,4,11.12997,15.35301
2009,S08000030,over 75,Male,Cerebrovascular Disease,115,826.6839,1015.106
2009,S08000030,over 75,Male,Stroke,67,481.6332,557.6746
2009,S08000030,over 75,Male,Subarachnoid Haemorrhage,2,14.37711,22.54927
2009,S08000030,over 75,Female,Cerebrovascular Disease,251,1139.459,1149.845
2009,S08000030,over 75,Female,Stroke,151,685.4912,698.5092
2009,S08000030,over 75,Female,Subarachnoid Haemorrhage,2,9.079354,8.15674
2009,S08000031,All,All,Cerebrovascular Disease,1101,98.09949,127.4246
2009,S08000031,All,All,Stroke,571,50.8763,63.79845
2009,S08000031,All,All,Subarachnoid Haemorrhage,43,3.831315,4.195841
2009,S08000031,All,Male,Cerebrovascular Disease,438,81.45564,136.331
2009,S08000031,All,Male,Stroke,218,40.54185,65.19707
2009,S08000031,All,Male,Subarachnoid Haemorrhage,18,3.347492,3.894368
2009,S08000031,All,Female,Cerebrovascular Disease,663,113.4082,118.5181
2009,S08000031,All,Female,Stroke,353,60.38172,62.39983
2009,S08000031,All,Female,Subarachnoid Haemorrhage,25,4.276326,4.497315
2009,S08000031,0-44,All,Cerebrovascular Disease,20,3.046644,3.136747
2009,S08000031,0-44,All,Stroke,9,1.37099,1.41094
2009,S08000031,0-44,All,Subarachnoid Haemorrhage,9,1.37099,1.435824
2009,S08000031,0-44,Male,Cerebrovascular Disease,13,3.992715,4.172415
